"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","GUARANTEED STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","GSL FEE","GSL PREMIUM","CONVERSION RATE","PL","AMOUNT","BALANCE"
"345","2024-02-19 16:01:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.07721","","","","","","","","","","","","","","",""
"346","2024-02-19 16:01:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"347","2024-02-19 17:05:55 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.07722","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-1.83000","","223.57"
"348","2024-02-19 17:05:55 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"349","2024-02-20 07:36:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.07636","","1.07749","","","","","","","","",""
"350","2024-02-20 07:36:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.07690","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","223.57"
"351","2024-02-20 07:36:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.07749","","","","","","","","","","","","","","",""
"352","2024-02-20 07:36:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.07636","","","","","","","","","","","","","","",""
"353","2024-02-20 07:36:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"354","2024-02-20 08:21:11 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.07749","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","1.77000","","225.34"
"355","2024-02-20 08:21:11 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"356","2024-02-20 11:31:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.07895","","1.08030","","","","","","","","",""
"357","2024-02-20 11:31:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.07943","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","225.34"
"358","2024-02-20 11:31:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08030","","","","","","","","","","","","","","",""
"359","2024-02-20 11:31:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.07895","","","","","","","","","","","","","","",""
"360","2024-02-20 11:31:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"361","2024-02-20 12:25:01 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08030","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","2.61000","","227.95"
"362","2024-02-20 12:25:01 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"363","2024-02-20 15:36:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08119","","1.08290","","","","","","","","",""
"364","2024-02-20 15:36:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08181","3000.00","Buy","0.1500","","","","","0.00000","0.0000","0.0000","","","0.00000","","227.95"
"365","2024-02-20 15:36:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08290","","","","","","","","","","","","","","",""
"366","2024-02-20 15:36:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08119","","","","","","","","","","","","","","",""
"367","2024-02-20 15:36:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"368","2024-02-20 17:00:40 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08118","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","-1.89000","","226.06"
"369","2024-02-20 17:00:40 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"370","2024-02-21 05:26:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08088","","1.08172","","","","","","","","",""
"371","2024-02-21 05:26:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08133","3000.00","Buy","0.1650","","","","","0.00000","0.0000","0.0000","","","0.00000","","226.06"
"372","2024-02-21 05:26:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08172","","","","","","","","","","","","","","",""
"373","2024-02-21 05:26:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08088","","","","","","","","","","","","","","",""
"374","2024-02-21 05:26:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"375","2024-02-21 06:43:08 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08088","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-1.35000","","224.71"
"376","2024-02-21 06:43:08 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"377","2024-02-21 07:21:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08189","","1.08071","","","","","","","","",""
"378","2024-02-21 07:21:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08121","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","","0.00000","","224.71"
"379","2024-02-21 07:21:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08071","","","","","","","","","","","","","","",""
"380","2024-02-21 07:21:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08189","","","","","","","","","","","","","","",""
"381","2024-02-21 07:21:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"382","2024-02-21 07:35:22 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08071","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","1.50000","","226.21"
"383","2024-02-21 07:35:22 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"384","2024-02-21 10:31:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08055","","1.07945","","","","","","","","",""
"385","2024-02-21 10:31:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.07998","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","226.21"
"386","2024-02-21 10:31:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.07945","","","","","","","","","","","","","","",""
"387","2024-02-21 10:31:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08055","","","","","","","","","","","","","","",""
"388","2024-02-21 10:31:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"389","2024-02-21 13:01:31 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08055","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","-1.71000","","224.50"
"390","2024-02-21 13:01:31 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"391","2024-02-21 13:06:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08128","","1.07999","","","","","","","","",""
"392","2024-02-21 13:06:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08075","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","224.50"
"393","2024-02-21 13:06:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.07999","","","","","","","","","","","","","","",""
"394","2024-02-21 13:06:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08128","","","","","","","","","","","","","","",""
"395","2024-02-21 13:06:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"396","2024-02-21 14:05:36 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08128","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-1.59000","","222.91"
"397","2024-02-21 14:05:36 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"398","2024-02-21 15:51:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08030","","1.08173","","","","","","","","",""
"399","2024-02-21 15:51:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08086","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","222.91"
"400","2024-02-21 15:51:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08173","","","","","","","","","","","","","","",""
"401","2024-02-21 15:51:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08030","","","","","","","","","","","","","","",""
"402","2024-02-21 15:51:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"403","2024-02-21 16:04:04 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08030","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","-1.68000","","221.23"
"404","2024-02-21 16:04:04 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"405","2024-02-21 16:06:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.07961","","1.08098","","","","","","","","",""
"406","2024-02-21 16:06:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08017","3000.00","Buy","0.1500","","","","","0.00000","0.0000","0.0000","","","0.00000","","221.23"
"407","2024-02-21 16:06:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08098","","","","","","","","","","","","","","",""
"408","2024-02-21 16:06:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.07961","","","","","","","","","","","","","","",""
"409","2024-02-21 16:06:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"410","2024-02-21 16:10:22 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08098","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","2.43000","","223.66"
"411","2024-02-21 16:10:22 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"412","2024-02-22 09:36:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08430","","1.08617","","","","","","","","",""
"413","2024-02-22 09:36:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08496","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","223.66"
"414","2024-02-22 09:36:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08617","","","","","","","","","","","","","","",""
"415","2024-02-22 09:36:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08430","","","","","","","","","","","","","","",""
"416","2024-02-22 09:36:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"417","2024-02-22 12:43:01 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08429","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","-2.01000","","221.65"
"418","2024-02-22 12:43:01 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"419","2024-02-23 07:16:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08333","","1.08229","","","","","","","","",""
"420","2024-02-23 07:16:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08282","3000.00","Sell","0.1650","","","","","0.00000","0.0000","0.0000","","","0.00000","","221.65"
"421","2024-02-23 07:16:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08229","","","","","","","","","","","","","","",""
"422","2024-02-23 07:16:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08333","","","","","","","","","","","","","","",""
"423","2024-02-23 07:16:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"424","2024-02-23 08:48:19 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08228","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","1.62000","","223.27"
"425","2024-02-23 08:48:19 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"426","2024-02-23 08:51:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08180","","1.08309","","","","","","","","",""
"427","2024-02-23 08:51:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08261","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","223.27"
"428","2024-02-23 08:51:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08309","","","","","","","","","","","","","","",""
"429","2024-02-23 08:51:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08180","","","","","","","","","","","","","","",""
"430","2024-02-23 08:51:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"431","2024-02-23 09:36:11 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08179","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","-2.46000","","220.81"
"432","2024-02-23 09:36:11 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"433","2024-02-23 11:11:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08307","","1.08205","","","","","","","","",""
"434","2024-02-23 11:11:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08251","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","220.81"
"435","2024-02-23 11:11:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08205","","","","","","","","","","","","","","",""
"436","2024-02-23 11:11:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08307","","","","","","","","","","","","","","",""
"437","2024-02-23 11:11:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"438","2024-02-23 11:23:18 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08307","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","-1.68000","","219.13"
"439","2024-02-23 11:23:18 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"440","2024-02-23 11:26:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08365","","1.08241","","","","","","","","",""
"441","2024-02-23 11:26:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08303","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","219.13"
"442","2024-02-23 11:26:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08241","","","","","","","","","","","","","","",""
"443","2024-02-23 11:26:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08365","","","","","","","","","","","","","","",""
"444","2024-02-23 11:26:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"445","2024-02-23 12:31:36 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08366","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","-1.89000","","217.24"
"446","2024-02-23 12:31:36 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"447","2024-02-23 13:36:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08234","","1.08365","","","","","","","","",""
"448","2024-02-23 13:36:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08286","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","217.24"
"449","2024-02-23 13:36:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08365","","","","","","","","","","","","","","",""
"450","2024-02-23 13:36:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08234","","","","","","","","","","","","","","",""
"451","2024-02-23 13:36:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"452","2024-02-23 14:32:30 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08365","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","2.37000","","219.61"
"453","2024-02-23 14:32:30 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"454","2024-02-23 15:06:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08163","","1.08298","","","","","","","","",""
"455","2024-02-23 15:06:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08215","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","219.61"
"456","2024-02-23 15:06:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08298","","","","","","","","","","","","","","",""
"457","2024-02-23 15:06:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08163","","","","","","","","","","","","","","",""
"458","2024-02-23 15:06:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"459","2024-02-23 15:13:18 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08163","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","-1.56000","","218.05"
"460","2024-02-23 15:13:18 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"461","2024-02-23 15:16:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08123","","1.08285","","","","","","","","",""
"462","2024-02-23 15:16:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08174","3000.00","Buy","0.1500","","","","","0.00000","0.0000","0.0000","","","0.00000","","218.05"
"463","2024-02-23 15:16:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08285","","","","","","","","","","","","","","",""
"464","2024-02-23 15:16:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08123","","","","","","","","","","","","","","",""
"465","2024-02-23 15:16:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"466","2024-02-23 15:47:28 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08123","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","-1.53000","","216.52"
"467","2024-02-23 15:47:28 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"468","2024-02-23 16:36:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08309","","1.08165","","","","","","","","",""
"469","2024-02-23 16:36:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08229","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","216.52"
"470","2024-02-23 16:36:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08165","","","","","","","","","","","","","","",""
"471","2024-02-23 16:36:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08309","","","","","","","","","","","","","","",""
"472","2024-02-23 16:36:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"473","2024-02-23 22:00:00 GMT","DAILY_FINANCING","","","","","","","","","","","0.03540","","","","","","","216.56"
"","2024-02-23 22:00:00 GMT","DAILY_FINANCING","Trade ID: 469","EUR/USD","","","","","","","","","0.03540","","","","","","",""
"474","2024-02-24 22:00:00 GMT","DAILY_FINANCING","","","","","","","","","","","0.00000","","","","","","","216.56"
"","2024-02-24 22:00:00 GMT","DAILY_FINANCING","Trade ID: 469","EUR/USD","","","","","","","","","0.00000","","","","","","",""
"475","2024-02-25 22:00:00 GMT","DAILY_FINANCING","","","","","","","","","","","0.00000","","","","","","","216.56"
"","2024-02-25 22:00:00 GMT","DAILY_FINANCING","Trade ID: 469","EUR/USD","","","","","","","","","0.00000","","","","","","",""
"476","2024-02-25 22:04:55 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08324","3000.00","Buy","0.3150","","","","","0.00000","0.0000","0.0000","","1.0000","-2.85000","","213.71"
"477","2024-02-25 22:04:55 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"478","2024-02-26 05:26:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08163","","1.08238","","","","","","","","",""
"479","2024-02-26 05:26:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08197","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","213.71"
"480","2024-02-26 05:26:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08238","","","","","","","","","","","","","","",""
"481","2024-02-26 05:26:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08163","","","","","","","","","","","","","","",""
"482","2024-02-26 05:26:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"483","2024-02-26 05:50:47 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08238","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","1.23000","","214.94"
"484","2024-02-26 05:50:47 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"485","2024-02-26 08:16:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08220","","1.08355","","","","","","","","",""
"486","2024-02-26 08:16:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08288","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","214.94"
"487","2024-02-26 08:16:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08355","","","","","","","","","","","","","","",""
"488","2024-02-26 08:16:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08220","","","","","","","","","","","","","","",""
"489","2024-02-26 08:16:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"490","2024-02-26 09:07:39 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08355","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","2.01000","","216.95"
"491","2024-02-26 09:07:39 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"492","2024-02-26 13:01:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08445","","1.08565","","","","","","","","",""
"493","2024-02-26 13:01:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08502","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","216.95"
"494","2024-02-26 13:01:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08565","","","","","","","","","","","","","","",""
"495","2024-02-26 13:01:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08445","","","","","","","","","","","","","","",""
"496","2024-02-26 13:01:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"497","2024-02-26 13:53:48 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08566","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","1.92000","","218.87"
"498","2024-02-26 13:53:48 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"499","2024-02-26 14:16:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08394","","1.08536","","","","","","","","",""
"500","2024-02-26 14:16:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08468","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","218.87"
"501","2024-02-26 14:16:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08536","","","","","","","","","","","","","","",""
"502","2024-02-26 14:16:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08394","","","","","","","","","","","","","","",""
"503","2024-02-26 14:16:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"504","2024-02-26 14:37:14 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08537","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","2.07000","","220.94"
"505","2024-02-26 14:37:14 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"506","2024-02-26 15:11:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08323","","1.08477","","","","","","","","",""
"507","2024-02-26 15:11:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08408","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","220.94"
"508","2024-02-26 15:11:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08477","","","","","","","","","","","","","","",""
"509","2024-02-26 15:11:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08323","","","","","","","","","","","","","","",""
"510","2024-02-26 15:11:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"511","2024-02-26 15:32:55 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08477","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","2.07000","","223.01"
"512","2024-02-26 15:32:55 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"513","2024-02-26 15:56:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08597","","1.08445","","","","","","","","",""
"514","2024-02-26 15:56:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08509","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","223.01"
"515","2024-02-26 15:56:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08445","","","","","","","","","","","","","","",""
"516","2024-02-26 15:56:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08597","","","","","","","","","","","","","","",""
"517","2024-02-26 15:56:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"518","2024-02-26 17:51:01 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08445","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","1.92000","","224.93"
"519","2024-02-26 17:51:01 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"520","2024-02-27 05:26:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08484","","1.08559","","","","","","","","",""
