"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","GUARANTEED STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","GSL FEE","GSL PREMIUM","CONVERSION RATE","PL","AMOUNT","BALANCE"
"700","2024-03-01 07:42:57 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08105","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","1.38000","","208.10"
"701","2024-03-01 07:42:57 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"702","2024-03-01 08:21:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08249","","1.08112","","","","","","","","",""
"703","2024-03-01 08:21:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08193","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","208.10"
"704","2024-03-01 08:21:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08112","","","","","","","","","","","","","","",""
"705","2024-03-01 08:21:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08249","","","","","","","","","","","","","","",""
"706","2024-03-01 08:21:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"707","2024-03-01 08:49:07 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08112","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","2.43000","","210.53"
"708","2024-03-01 08:49:07 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"709","2024-03-01 10:16:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.07983","","1.08140","","","","","","","","",""
"710","2024-03-01 10:16:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08042","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","210.53"
"711","2024-03-01 10:16:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08140","","","","","","","","","","","","","","",""
"712","2024-03-01 10:16:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.07983","","","","","","","","","","","","","","",""
"713","2024-03-01 10:16:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"714","2024-03-01 10:33:06 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.07983","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-1.77000","","208.76"
"715","2024-03-01 10:33:06 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"716","2024-03-01 13:01:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08074","","1.08205","","","","","","","","",""
"717","2024-03-01 13:01:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08133","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","208.76"
"718","2024-03-01 13:01:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08205","","","","","","","","","","","","","","",""
"719","2024-03-01 13:01:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08074","","","","","","","","","","","","","","",""
"720","2024-03-01 13:01:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"721","2024-03-01 13:20:26 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08073","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-1.80000","","206.96"
"722","2024-03-01 13:20:26 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"723","2024-03-01 13:21:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08047","","1.08172","","","","","","","","",""
"724","2024-03-01 13:21:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08099","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","206.96"
"725","2024-03-01 13:21:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08172","","","","","","","","","","","","","","",""
"726","2024-03-01 13:21:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08047","","","","","","","","","","","","","","",""
"727","2024-03-01 13:21:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"728","2024-03-01 14:16:10 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08172","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","2.19000","","209.15"
"729","2024-03-01 14:16:10 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"730","2024-03-01 14:51:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.07944","","1.08123","","","","","","","","",""
"731","2024-03-01 14:51:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08017","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","209.15"
"732","2024-03-01 14:51:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08123","","","","","","","","","","","","","","",""
"733","2024-03-01 14:51:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.07944","","","","","","","","","","","","","","",""
"734","2024-03-01 14:51:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"735","2024-03-01 15:00:00 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08137","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","3.60000","","212.75"
"736","2024-03-01 15:00:00 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"737","2024-03-01 15:21:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08388","","1.08139","","","","","","","","",""
"738","2024-03-01 15:21:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08313","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","","0.00000","","212.75"
"739","2024-03-01 15:21:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08139","","","","","","","","","","","","","","",""
"740","2024-03-01 15:21:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08388","","","","","","","","","","","","","","",""
"741","2024-03-01 15:21:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"742","2024-03-01 15:27:41 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08388","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","-2.25000","","210.50"
"743","2024-03-01 15:27:41 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"744","2024-03-01 16:26:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08178","","1.08365","","","","","","","","",""
"745","2024-03-01 16:26:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08250","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","210.50"
"746","2024-03-01 16:26:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08365","","","","","","","","","","","","","","",""
"747","2024-03-01 16:26:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08178","","","","","","","","","","","","","","",""
"748","2024-03-01 16:26:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"749","2024-03-01 17:17:34 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08365","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","3.45000","","213.95"
"750","2024-03-01 17:17:34 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"751","2024-03-04 05:01:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08402","","1.08480","","","","","","","","",""
"752","2024-03-04 05:01:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08448","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","213.95"
"753","2024-03-04 05:01:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08480","","","","","","","","","","","","","","",""
"754","2024-03-04 05:01:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08402","","","","","","","","","","","","","","",""
"755","2024-03-04 05:01:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"756","2024-03-04 07:00:39 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08480","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","0.96000","","214.91"
"757","2024-03-04 07:00:39 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"758","2024-03-04 08:31:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08359","","1.08505","","","","","","","","",""
"759","2024-03-04 08:31:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08411","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","214.91"
"760","2024-03-04 08:31:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08505","","","","","","","","","","","","","","",""
"761","2024-03-04 08:31:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08359","","","","","","","","","","","","","","",""
"762","2024-03-04 08:31:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"763","2024-03-04 09:39:03 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08505","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","2.82000","","217.73"
"764","2024-03-04 09:39:03 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"765","2024-03-04 12:16:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08455","","1.08576","","","","","","","","",""
"766","2024-03-04 12:16:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08533","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","217.73"
"767","2024-03-04 12:16:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08576","","","","","","","","","","","","","","",""
"768","2024-03-04 12:16:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08455","","","","","","","","","","","","","","",""
"769","2024-03-04 12:16:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"770","2024-03-04 12:55:12 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08454","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-2.37000","","215.36"
"771","2024-03-04 12:55:12 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"772","2024-03-04 12:56:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08412","","1.08530","","","","","","","","",""
"773","2024-03-04 12:56:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08445","3000.00","Buy","0.1500","","","","","0.00000","0.0000","0.0000","","","0.00000","","215.36"
"774","2024-03-04 12:56:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08530","","","","","","","","","","","","","","",""
"775","2024-03-04 12:56:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08412","","","","","","","","","","","","","","",""
"776","2024-03-04 12:56:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"777","2024-03-04 12:57:22 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08412","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-0.99000","","214.37"
"778","2024-03-04 12:57:22 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"779","2024-03-04 13:01:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08377","","1.08497","","","","","","","","",""
"780","2024-03-04 13:01:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08437","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","214.37"
"781","2024-03-04 13:01:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08497","","","","","","","","","","","","","","",""
"782","2024-03-04 13:01:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08377","","","","","","","","","","","","","","",""
"783","2024-03-04 13:01:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"784","2024-03-04 14:01:06 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08497","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","1.80000","","216.17"
"785","2024-03-04 14:01:06 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"786","2024-03-04 14:36:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08584","","1.08457","","","","","","","","",""
"787","2024-03-04 14:36:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08525","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","","0.00000","","216.17"
"788","2024-03-04 14:36:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08457","","","","","","","","","","","","","","",""
"789","2024-03-04 14:36:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08584","","","","","","","","","","","","","","",""
"790","2024-03-04 14:36:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"791","2024-03-04 14:52:15 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08585","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","-1.80000","","214.37"
"792","2024-03-04 14:52:15 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"793","2024-03-04 14:56:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08666","","1.08525","","","","","","","","",""
"794","2024-03-04 14:56:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08607","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","214.37"
"795","2024-03-04 14:56:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08525","","","","","","","","","","","","","","",""
"796","2024-03-04 14:56:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08666","","","","","","","","","","","","","","",""
"797","2024-03-04 14:56:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"798","2024-03-04 16:08:58 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08667","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","-1.80000","","212.57"
"799","2024-03-04 16:08:58 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"800","2024-03-04 16:36:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08521","","1.08649","","","","","","","","",""
"801","2024-03-04 16:36:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08584","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","212.57"
"802","2024-03-04 16:36:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08649","","","","","","","","","","","","","","",""
"803","2024-03-04 16:36:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08521","","","","","","","","","","","","","","",""
"804","2024-03-04 16:36:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"805","2024-03-04 22:00:00 GMT","DAILY_FINANCING","","","","","","","","","","","-0.21790","","","","","","","212.35"
"","2024-03-04 22:00:00 GMT","DAILY_FINANCING","Trade ID: 801","EUR/USD","","","","","","","","","-0.21790","","","","","","",""
"806","2024-03-04 22:09:30 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08518","3000.00","Sell","0.7350","","","","","0.00000","0.0000","0.0000","","1.0000","-1.98000","","210.37"
"807","2024-03-04 22:09:30 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"808","2024-03-05 06:21:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08437","","1.08540","","","","","","","","",""
"809","2024-03-05 06:21:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08498","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","210.37"
"810","2024-03-05 06:21:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08540","","","","","","","","","","","","","","",""
"811","2024-03-05 06:21:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08437","","","","","","","","","","","","","","",""
"812","2024-03-05 06:21:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"813","2024-03-05 07:43:58 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08437","3000.00","Sell","0.1650","","","","","0.00000","0.0000","0.0000","","1.0000","-1.83000","","208.54"
"814","2024-03-05 07:43:58 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"815","2024-03-05 08:16:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08550","","1.08433","","","","","","","","",""
"816","2024-03-05 08:16:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08503","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","","0.00000","","208.54"
"817","2024-03-05 08:16:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08433","","","","","","","","","","","","","","",""
"818","2024-03-05 08:16:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08550","","","","","","","","","","","","","","",""
"819","2024-03-05 08:16:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"820","2024-03-05 09:22:09 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08550","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-1.41000","","207.13"
"821","2024-03-05 09:22:09 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"822","2024-03-05 09:26:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08599","","1.08489","","","","","","","","",""
"823","2024-03-05 09:26:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08542","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","207.13"
"824","2024-03-05 09:26:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08489","","","","","","","","","","","","","","",""
"825","2024-03-05 09:26:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08599","","","","","","","","","","","","","","",""
"826","2024-03-05 09:26:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"827","2024-03-05 11:01:14 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08486","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","1.68000","","208.81"
"828","2024-03-05 11:01:14 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"829","2024-03-05 12:11:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08435","","1.08537","","","","","","","","",""
"830","2024-03-05 12:11:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08469","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","208.81"
"831","2024-03-05 12:11:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08537","","","","","","","","","","","","","","",""
"832","2024-03-05 12:11:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08435","","","","","","","","","","","","","","",""
"833","2024-03-05 12:11:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"834","2024-03-05 13:28:34 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08433","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","-1.08000","","207.73"
"835","2024-03-05 13:28:34 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"836","2024-03-05 13:41:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08552","","1.08431","","","","","","","","",""
"837","2024-03-05 13:41:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08471","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","207.73"
"838","2024-03-05 13:41:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08431","","","","","","","","","","","","","","",""
"839","2024-03-05 13:41:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08552","","","","","","","","","","","","","","",""
"840","2024-03-05 13:41:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"841","2024-03-05 13:41:44 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08431","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","1.20000","","208.93"
"842","2024-03-05 13:41:44 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"843","2024-03-05 14:21:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08594","","1.08467","","","","","","","","",""
"844","2024-03-05 14:21:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08531","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","208.93"
"845","2024-03-05 14:21:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08467","","","","","","","","","","","","","","",""
"846","2024-03-05 14:21:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08594","","","","","","","","","","","","","","",""
"847","2024-03-05 14:21:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"848","2024-03-05 14:33:48 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08467","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","1.92000","","210.85"
"849","2024-03-05 14:33:48 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"850","2024-03-05 15:06:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08747","","1.08512","","","","","","","","",""
"851","2024-03-05 15:06:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08647","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","210.85"
"852","2024-03-05 15:06:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08512","","","","","","","","","","","","","","",""
"853","2024-03-05 15:06:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08747","","","","","","","","","","","","","","",""
"854","2024-03-05 15:06:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"855","2024-03-05 15:17:37 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08747","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","-3.00000","","207.85"
"856","2024-03-05 15:17:37 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"857","2024-03-06 11:26:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08684","","1.08787","","","","","","","","",""
"858","2024-03-06 11:26:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08743","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","207.85"
"859","2024-03-06 11:26:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08787","","","","","","","","","","","","","","",""
"860","2024-03-06 11:26:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08684","","","","","","","","","","","","","","",""
"861","2024-03-06 11:26:02 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"862","2024-03-06 12:51:50 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08684","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-1.77000","","206.08"
"863","2024-03-06 12:51:50 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"864","2024-03-06 13:01:02 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08641","","1.08753","","","","","","","","",""
"865","2024-03-06 13:01:02 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08707","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","206.08"
"866","2024-03-06 13:01:02 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08753","","","","","","","","","","","","","","",""
"867","2024-03-06 13:01:02 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08641","","","","","","","","","","","","","","",""
"868","2024-03-06 13:01:02 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"869","2024-03-06 13:15:02 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08760","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","1.59000","","207.67"
"870","2024-03-06 13:15:02 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"871","2024-03-06 15:06:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08755","","1.08906","","","","","","","","",""
"872","2024-03-06 15:06:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08839","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","207.67"
"873","2024-03-06 15:06:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08906","","","","","","","","","","","","","","",""
"874","2024-03-06 15:06:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08755","","","","","","","","","","","","","","",""
"875","2024-03-06 15:06:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"876","2024-03-06 15:17:15 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08907","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","2.04000","","209.71"
